cadence_id,cadence_name,model,created_at,most_recent_person_added,calls_ever_alltime,salesloft_url
3015239,BDR - MM - Below The Line - Tier 1 ,BDR,2023-03-03,2023-04-06T08:13:02.434828-07:00,5,https://app.salesloft.com/app/cadences/3015239
3822174,BDR - MyCase- Cold - March price increase,BDR,2025-03-05,2025-04-18T14:03:36.807462-07:00,96,https://app.salesloft.com/app/cadences/3822174
1432337,BDR - Nurtured Meaningful Touch- Revival,BDR,2020-02-04,2024-03-04T07:51:59.746504-08:00,3089,https://app.salesloft.com/app/cadences/1432337
2288419,BDR - Outbound Cadence,BDR,2021-09-28,2025-04-11T02:04:49.689033-07:00,2102,https://app.salesloft.com/app/cadences/2288419
1961464,BDR - PCLaw Win Over,BDR,2021-02-02,2025-04-01T12:58:17.531183-07:00,170,https://app.salesloft.com/app/cadences/1961464
1698826,BDR - Persona - OM,BDR,2020-07-22,2021-02-04T11:26:54.675661-08:00,139,https://app.salesloft.com/app/cadences/1698826
3734507,BDR - PracticePanther General Win Back,BDR,2024-11-11,never,0,https://app.salesloft.com/app/cadences/3734507
3738118,BDR - Rainmaker Retreat - Nov 2024,BDR,2024-11-14,2024-11-25T10:13:42.720913-08:00,69,https://app.salesloft.com/app/cadences/3738118
3388092,BDR - Rainmaker Webinar Follow Up,BDR,2024-02-02,2024-02-15T10:45:36.597577-08:00,49,https://app.salesloft.com/app/cadences/3388092
3510886,BDR - TechnologyByDesign + Clio Lunch and Learn - May 2024,BDR,2024-04-29,2024-05-08T11:20:53.584331-07:00,540,https://app.salesloft.com/app/cadences/3510886
2588196,BDR - Test Cross-Sell Payments Cadence ,BDR,2022-05-03,never,0,https://app.salesloft.com/app/cadences/2588196
1403374,BDR - White paper Download (OLD),BDR,2020-01-15,2022-10-19T16:30:39.222304-07:00,4482,https://app.salesloft.com/app/cadences/1403374
3898086,BDR - [Channel] Clio/ICS - Happy Hour - ALA 2025,BDR,2025-05-29,2025-06-09T06:57:46.064046-07:00,27,https://app.salesloft.com/app/cadences/3898086
3772593,BDR -CS: Clio Duo Pilot to Paid,BDR,2025-01-10,2025-01-27T12:22:14.468463-08:00,94,https://app.salesloft.com/app/cadences/3772593
3134904,BDR CS - Re-Engage Nurture/Closed Lost,BDR,2023-06-01,2025-09-08T10:16:51.065770-07:00,393,https://app.salesloft.com/app/cadences/3134904
3838798,BDR CS | CSQL - Q1 Grow Incentive ,BDR,2025-03-24,2025-04-29T12:34:53.763948-07:00,9,https://app.salesloft.com/app/cadences/3838798
2147615,BDR Cross-Sell - Email Nurture June: Online Intake Forms_Request to Chat,BDR,2021-06-11,2021-07-13T08:02:55.522624-07:00,1,https://app.salesloft.com/app/cadences/2147615
3939471,BDR Draft - OB -Family Law Firm - 2025,BDR,2025-07-18,2026-01-21T10:18:20.789291-08:00,85,https://app.salesloft.com/app/cadences/3939471
3940461,BDR Draft AQL Pre-Webinar Registrants,BDR,2025-07-21,2025-09-03T14:22:36.281417-07:00,210,https://app.salesloft.com/app/cadences/3940461
3926730,BDR Draft CF  Intro - California,BDR,2025-07-02,2025-10-06T15:37:40.662876-07:00,151,https://app.salesloft.com/app/cadences/3926730
3998986,BDR S- Wills and Estates - Draft ,BDR,2025-10-01,never,0,https://app.salesloft.com/app/cadences/3998986
1460403,BDR Strat  - LTR 2019 Download,BDR,2020-02-21,2021-08-12T08:42:57.857170-07:00,56,https://app.salesloft.com/app/cadences/1460403
1460435,BDR Strat - White paper Download,BDR,2020-02-21,2025-05-20T08:07:54.246039-07:00,2610,https://app.salesloft.com/app/cadences/1460435
3283487,BDR TRIAL - CONVERTED,BDR,2023-10-13,2023-11-06T11:07:56.703425-08:00,0,https://app.salesloft.com/app/cadences/3283487
3261132,BDR TRIAL - Calendar Invite + Email NMQLs,BDR,2023-09-25,2025-06-18T08:47:27.898059-07:00,787,https://app.salesloft.com/app/cadences/3261132
3269583,BDR TRIAL - Calendar Invite + Email NMQLs - MM,BDR,2023-10-03,never,0,https://app.salesloft.com/app/cadences/3269583
3283478,BDR TRIAL - Negative Feedback,BDR,2023-10-13,2025-04-03T07:41:17.716324-07:00,0,https://app.salesloft.com/app/cadences/3283478
3283471,BDR TRIAL - Positive Feedback,BDR,2023-10-13,2024-05-17T07:08:48.028104-07:00,0,https://app.salesloft.com/app/cadences/3283471
3973541,BDR | CS - August Draft AMA | Attendees CQLs,BDR,2025-08-28,2025-08-28T12:50:32.323537-07:00,103,https://app.salesloft.com/app/cadences/3973541
3857553,BDR | CS - Clio Connects Portland - Call Only,BDR,2025-04-14,2025-04-23T13:33:19.297959-07:00,68,https://app.salesloft.com/app/cadences/3857553
3827714,BDR | CS - Criminal Law Summit 2025 (Attended CQLs),BDR,2025-03-11,2025-04-09T10:43:03.550870-07:00,16,https://app.salesloft.com/app/cadences/3827714
3827713,BDR | CS - Criminal Law Summit 2025 (Demo Requests),BDR,2025-03-11,2025-03-20T14:00:11.077040-07:00,32,https://app.salesloft.com/app/cadences/3827713
3824177,BDR | CS - Doc Automation Draft CLE - March 2025 (Platform CQL Follow-Up),BDR,2025-03-07,2025-03-07T10:27:15.665201-08:00,3,https://app.salesloft.com/app/cadences/3824177
3919947,BDR | CS - June Duo Demo Webinar | Registrants but no show,BDR,2025-06-24,2025-07-24T18:44:08.448207-07:00,3,https://app.salesloft.com/app/cadences/3919947
3892000,BDR | CS - May Duo Demo Webinar | Incentive Test - Attendees,BDR,2025-05-21,2025-05-23T11:15:22.008206-07:00,25,https://app.salesloft.com/app/cadences/3892000
3892101,BDR | CS - May Duo Demo Webinar | Incentive Test - Poll CQLs,BDR,2025-05-21,2025-05-22T09:59:37.661705-07:00,20,https://app.salesloft.com/app/cadences/3892101
3892079,BDR | CS - May Duo Demo Webinar | Incentive Test - Registrants but no show,BDR,2025-05-21,2025-05-22T08:36:51.891297-07:00,47,https://app.salesloft.com/app/cadences/3892079
3892801,BDR | CS - May Duo Demo Webinar | Non-Incentive Test ,BDR,2025-05-22,2025-05-22T10:56:23.343480-07:00,3,https://app.salesloft.com/app/cadences/3892801
3830091,BDR | CS - Q1 Duo Incentive Test,BDR,2025-03-13,2025-04-29T13:33:53.922226-07:00,1064,https://app.salesloft.com/app/cadences/3830091
3836568,BDR | CS - Q1 Grow Incentive Test,BDR,2025-03-20,2025-04-30T12:55:09.657598-07:00,206,https://app.salesloft.com/app/cadences/3836568
3966914,BDR | CS - Q3 Advanced Plan Webinar | Registrants,BDR,2025-08-20,2025-08-25T11:22:11.936903-07:00,56,https://app.salesloft.com/app/cadences/3966914
3919946,BDR | CS - Q3 Duo Demo Webinar | Attendees,BDR,2025-06-24,2025-08-29T09:19:36.338827-07:00,98,https://app.salesloft.com/app/cadences/3919946
3932086,BDR | CS - Wills & Estates Summit 2025 (Attended CQLs: AI Session) ,BDR,2025-07-10,2025-07-22T12:19:45.233701-07:00,308,https://app.salesloft.com/app/cadences/3932086
3913764,BDR | CS : Clio Connects Denver 2025 - No Show Follow-up,BDR,2025-06-16,2025-06-17T13:40:33.723339-07:00,0,https://app.salesloft.com/app/cadences/3913764
3830948,BDR | CS : Clio Connects Orlando 2025 - No Show Follow-up,BDR,2025-03-14,2025-03-18T14:58:25.840779-07:00,10,https://app.salesloft.com/app/cadences/3830948
3868274,BDR | CS : Clio Connects Portland 2025 - No Show Follow-up,BDR,2025-04-24,2025-05-02T09:45:32.674392-07:00,24,https://app.salesloft.com/app/cadences/3868274
3830819,BDR | CS: Clio Connects Orlando (All CQLs),BDR,2025-03-14,2025-03-20T11:49:27.503022-07:00,16,https://app.salesloft.com/app/cadences/3830819
3868272,BDR | CS: Clio Connects Portland (All CQLs),BDR,2025-04-24,2025-05-02T08:58:50.585068-07:00,2,https://app.salesloft.com/app/cadences/3868272
3767037,BDR | CS: Heckerling Pre-Event Customer Registrants,BDR,2025-01-03,2025-01-07T12:49:30.773402-08:00,0,https://app.salesloft.com/app/cadences/3767037
3754425,BDR | Family Law Summit 12/24 - Attended,BDR,2024-12-06,2025-11-11T19:30:35.798660-08:00,2,https://app.salesloft.com/app/cadences/3754425
3754454,BDR | Family Law Summit 12/24 - No Show,BDR,2024-12-06,2024-12-10T08:11:23.098832-08:00,0,https://app.salesloft.com/app/cadences/3754454
3753662,BDR | Family Law Summit 2024- Requested Demo Leads,BDR,2024-12-05,2025-11-10T07:17:15.275154-08:00,133,https://app.salesloft.com/app/cadences/3753662
2987588,BDR- MM - Displacement Cadence,BDR,2023-02-13,never,0,https://app.salesloft.com/app/cadences/2987588
3307964,BDR- Nov 7 Uptime Legal Webinar Follow Up,BDR,2023-11-06,2023-11-21T10:52:47.954893-08:00,6,https://app.salesloft.com/app/cadences/3307964
3064187,BDR-CS - 2023 Solo & Small Firm - Outbound (no calls),BDR,2023-04-06,2025-05-14T13:12:55.769224-07:00,0,https://app.salesloft.com/app/cadences/3064187
3649249,BDR-CS - Accounting CLE Webinar Follow Up (August 7),BDR,2024-08-07,2025-09-24T07:07:31.814380-07:00,403,https://app.salesloft.com/app/cadences/3649249
3777257,BDR-CS - Accounting CLE Webinar Follow Up (Jan 15 2025) - Reg/Attended,BDR,2025-01-16,2025-11-21T08:42:20.980529-08:00,104,https://app.salesloft.com/app/cadences/3777257
3673391,BDR-CS - Accounting Webinar Follow Up,BDR,2024-09-03,2025-12-05T12:32:11.188431-08:00,275,https://app.salesloft.com/app/cadences/3673391
3738536,BDR-CS - Accounting Webinar Follow Up Nov 14 Attended/No show,BDR,2024-11-14,2024-11-21T09:32:53.686111-08:00,74,https://app.salesloft.com/app/cadences/3738536
2919387,BDR-CS - CSQL Requests - Grow (12/2022),BDR,2022-12-14,2025-09-29T13:21:15.407740-07:00,1966,https://app.salesloft.com/app/cadences/2919387
2896117,BDR-CS - Civil Litigation - Follow Up ,BDR,2022-11-24,2024-02-28T12:28:15.132263-08:00,1,https://app.salesloft.com/app/cadences/2896117
3278937,BDR-CS - Clio Con 2023 - Post Prospecting,BDR,2023-10-10,2023-10-24T05:57:37.765126-07:00,5,https://app.salesloft.com/app/cadences/3278937
3707787,"BDR-CS - Clio Con 2024 Virtual: Attended Accounting Session ""Connect your Financial Processes""",BDR,2024-10-10,2024-11-05T07:53:59.285005-08:00,163,https://app.salesloft.com/app/cadences/3707787
3707638,"BDR-CS - Clio Con 2024 Virtual: Attended Grow and Accounting Sessions ""What's New with Clio Grow"" & ""Connect your Financial Processes""",BDR,2024-10-10,2024-10-23T11:34:44.189190-07:00,22,https://app.salesloft.com/app/cadences/3707638
3746365,BDR-CS - End-Of-Year Review 11-2024 | Clicked CTA,BDR,2024-11-25,2024-11-27T10:29:49.898799-08:00,58,https://app.salesloft.com/app/cadences/3746365
1403389,BDR-CS - Follow Up Cadence,BDR,2020-01-15,2024-03-18T11:01:10.823142-07:00,3621,https://app.salesloft.com/app/cadences/1403389
3743042,BDR-CS - Grand Slam Accounting + Payments Follow Up (Nov 20),BDR,2024-11-20,2024-11-22T12:08:20.393202-08:00,58,https://app.salesloft.com/app/cadences/3743042
3766828,BDR-CS - Grand Slam Accounting + Payments Jan 1 Reason Follow Up (Jan 2025),BDR,2025-01-03,never,0,https://app.salesloft.com/app/cadences/3766828
3278943,BDR-CS - Grow - Clio Con 2023 - Post Prospecting,BDR,2023-10-10,2024-01-09T14:35:12.871985-08:00,199,https://app.salesloft.com/app/cadences/3278943
3285343,BDR-CS - Grow - Clio Con 2023 - Post Prospecting - (No calls),BDR,2023-10-16,2024-02-28T18:52:02.950339-08:00,0,https://app.salesloft.com/app/cadences/3285343
3276389,BDR-CS - Grow - Clio Con Demo Requests,BDR,2023-10-06,2025-08-14T08:39:59.588730-07:00,27,https://app.salesloft.com/app/cadences/3276389
3584280,BDR-CS - Grow - Demo Request - $200 Demo,BDR,2024-06-11,2024-07-09T10:16:35.992483-07:00,319,https://app.salesloft.com/app/cadences/3584280
3225749,BDR-CS - Grow - LSA,BDR,2023-08-23,2025-07-09T17:34:07.571430-07:00,796,https://app.salesloft.com/app/cadences/3225749
3822236,BDR-CS - Grow - March 2025 CQLs,BDR,2025-03-05,2025-04-14T11:49:20.115142-07:00,73,https://app.salesloft.com/app/cadences/3822236
3713855,BDR-CS - Hot Outbound Prospect,BDR,2024-10-17,never,0,https://app.salesloft.com/app/cadences/3713855
3436920,BDR-CS - Law Firm Admin Series - ATTENDED - Follow-up ,BDR,2024-03-08,2024-03-18T10:46:32.592223-07:00,147,https://app.salesloft.com/app/cadences/3436920
3436950,BDR-CS - Law Firm Admin Series - NO SHOW - Follow-up,BDR,2024-03-08,2024-03-13T13:55:13.683426-07:00,129,https://app.salesloft.com/app/cadences/3436950
3470809,BDR-CS - PI - Downloaded Guide: Template Checklist,BDR,2024-04-02,2025-11-20T12:56:06.253183-08:00,381,https://app.salesloft.com/app/cadences/3470809
3313915,BDR-CS - PI Pilot 2 - Convert Prospecting,BDR,2023-11-10,2024-04-24T11:15:36.846246-07:00,75,https://app.salesloft.com/app/cadences/3313915
3333948,BDR-CS - Personal Injury - Prospecting (No Calls),BDR,2023-12-04,2025-09-29T10:53:31.336899-07:00,0,https://app.salesloft.com/app/cadences/3333948
2252501,BDR-CS - Visited App Directory IM (Direct),BDR,2021-08-31,2021-11-23T07:58:50.190205-08:00,23,https://app.salesloft.com/app/cadences/2252501
3370955,BDR-CS 2024 $1 Opps Winback,BDR,2024-01-18,2024-02-22T09:07:29.496682-08:00,179,https://app.salesloft.com/app/cadences/3370955
3757963,BDR-CS Clio Duo Demo Request - 1st email automated ,BDR,2024-12-11,2025-10-16T12:51:21.978757-07:00,0,https://app.salesloft.com/app/cadences/3757963
4016440,BDR-CS Clio Work Demo Request - Post Clio Con,BDR,2025-10-21,2025-10-22T13:50:22.240556-07:00,5,https://app.salesloft.com/app/cadences/4016440
3704948,BDR-CS ClioCon Attended/Registered,BDR,2024-10-08,2025-11-07T06:12:48.542637-08:00,8,https://app.salesloft.com/app/cadences/3704948
3704316,BDR-CS ClioCon Generic Demo Request,BDR,2024-10-08,2025-11-07T12:11:03.525751-08:00,140,https://app.salesloft.com/app/cadences/3704316
3855309,BDR-CS [CAM] Sweepstakes Follow Up- CQLs (Complete Plans),BDR,2025-04-10,2025-04-16T09:41:05.453576-07:00,356,https://app.salesloft.com/app/cadences/3855309
3855234,"BDR-CS [CAM] Sweepstakes Follow Up- CQLs (EasyStart, Essentials, Advanced Plans)",BDR,2025-04-10,2025-04-23T11:50:16.008932-07:00,700,https://app.salesloft.com/app/cadences/3855234
3799264,BDR-CS | 2025 -02 AI Summit - Duo Demo Requests ,BDR,2025-02-10,2025-09-24T07:47:01.787126-07:00,1187,https://app.salesloft.com/app/cadences/3799264
3913251,BDR-CS | 2025 -06 Customer Spotlight Webinar - Expressed Interest via Poll,BDR,2025-06-16,2025-06-16T12:28:49.699794-07:00,11,https://app.salesloft.com/app/cadences/3913251
3913311,BDR-CS | 2025 -06 Customer Spotlight Webinar - Registered,BDR,2025-06-16,2025-06-25T07:12:16.627741-07:00,0,https://app.salesloft.com/app/cadences/3913311
3904715,BDR-CS | 2025 -06 Legal AI Ladder CLE - Expressed Interest in Duo via Poll ,BDR,2025-06-05,2025-06-25T10:29:57.191463-07:00,427,https://app.salesloft.com/app/cadences/3904715
4031582,BDR-CS | 2025 Family Law Summit - Multi-Product CQL Follow-Up,BDR,2025-11-10,2025-12-02T12:20:03.436933-08:00,145,https://app.salesloft.com/app/cadences/4031582
3932858,BDR-CS | 2025 July Security CLE -Poll CQLs (Multi-product),BDR,2025-07-10,2025-07-22T06:17:06.143040-07:00,38,https://app.salesloft.com/app/cadences/3932858
3880560,BDR-CS | 2025 Solo & Small Firm Summit - DUO POLL CQLs,BDR,2025-05-09,2025-06-02T13:28:24.475732-07:00,581,https://app.salesloft.com/app/cadences/3880560
3909537,BDR-CS | 2025 Trial Lawyer Summit -Poll CQLs (Multi-product) ,BDR,2025-06-11,2025-06-23T10:41:03.962823-07:00,150,https://app.salesloft.com/app/cadences/3909537
3930898,BDR-CS | 2025 Wills & Estates Summit -Poll CQLs (Multi-product) ,BDR,2025-07-09,2025-07-30T12:42:15.140806-07:00,702,https://app.salesloft.com/app/cadences/3930898
3961505,BDR-CS | 2025-07 CLE Process Optimization -Poll CQLs (Multi-product),BDR,2025-08-14,2025-08-19T12:23:49.462971-07:00,54,https://app.salesloft.com/app/cadences/3961505
3980132,BDR-CS | 2025-09 Email Marketing Webinar - GROW POLL CQLs,BDR,2025-09-09,2025-09-16T10:28:11.553572-07:00,1,https://app.salesloft.com/app/cadences/3980132
4035083,BDR-CS | 2025-11 AI CLE - Poll CQLs,BDR,2025-11-13,2025-11-17T11:33:34.313220-08:00,80,https://app.salesloft.com/app/cadences/4035083
4039185,BDR-CS | 2025-11 Family Law WHLFUC - Poll CQL - IBC,BDR,2025-11-18,2025-11-20T09:05:38.280887-08:00,3,https://app.salesloft.com/app/cadences/4039185
4041494,BDR-CS | 2025-11 Power Up Mobile App - Poll CQL - IBC,BDR,2025-11-20,2025-11-24T07:57:53.325310-08:00,13,https://app.salesloft.com/app/cadences/4041494
4035758,BDR-CS | 2025-12 AI CLE- Poll CQLs TO BE UPDATED,BDR,2025-11-13,never,0,https://app.salesloft.com/app/cadences/4035758
4050116,BDR-CS | 2025-12 Legal AI Summit - Session CQL - IBC,BDR,2025-12-04,2025-12-08T08:05:29.401113-08:00,16,https://app.salesloft.com/app/cadences/4050116
4052743,BDR-CS | 2025-12 Succession Planning - Poll CQL - IBC,BDR,2025-12-09,2025-12-10T05:24:37.528627-08:00,12,https://app.salesloft.com/app/cadences/4052743
4052745,BDR-CS | 2025-12 Succession Planning CLE - Session CQL - IBC,BDR,2025-12-09,2025-12-10T05:29:34.984944-08:00,5,https://app.salesloft.com/app/cadences/4052745
4048144,BDR-CS | 2025-12 [CLE] 5 Levers to Maximize Impact - Poll CQL - IBC,BDR,2025-12-02,2025-12-03T11:54:21.625351-08:00,12,https://app.salesloft.com/app/cadences/4048144
3856843,BDR-CS | ABA - Lunch Session Follow Up ,BDR,2025-04-11,2025-04-16T14:10:33.131221-07:00,8,https://app.salesloft.com/app/cadences/3856843
3851928,BDR-CS | ABA Techshow 2025 - Demo Request Follow Up,BDR,2025-04-07,2025-04-14T06:54:55.666876-07:00,0,https://app.salesloft.com/app/cadences/3851928
3959860,BDR-CS | AI Summer Camp - Attendee CQLs,BDR,2025-08-12,2025-09-19T11:52:28.535245-07:00,108,https://app.salesloft.com/app/cadences/3959860
3799266,BDR-CS | AI Summit - Duo Attended CQLs,BDR,2025-02-10,2025-06-11T07:19:05.552942-07:00,73,https://app.salesloft.com/app/cadences/3799266
3897165,BDR-CS | ALA - Booth Raffle Follow Up,BDR,2025-05-28,2025-05-28T14:44:33.670967-07:00,6,https://app.salesloft.com/app/cadences/3897165
3995873,BDR-CS | Admin Essentials Resource Page - CQLs,BDR,2025-09-27,never,0,https://app.salesloft.com/app/cadences/3995873
3988504,BDR-CS | Attorney Essentials Resource Page - CQLs,BDR,2025-09-18,2025-09-23T06:14:51.595125-07:00,1,https://app.salesloft.com/app/cadences/3988504
4021862,BDR-CS | Attorney Webinar - Poll CQLs,BDR,2025-10-28,2025-10-29T08:57:14.545924-07:00,3,https://app.salesloft.com/app/cadences/4021862
3796731,BDR-CS | Change Management CLE - Webinar Follow-Up (Registrants) (Strat),BDR,2025-02-06,2025-04-14T09:00:44.181430-07:00,4,https://app.salesloft.com/app/cadences/3796731
3941382,BDR-CS | Draft Customer AMA Invite (CQLs),BDR,2025-07-22,2025-09-23T14:09:53.100788-07:00,0,https://app.salesloft.com/app/cadences/3941382
3805754,BDR-CS | Duo Deep Dive Series - Attendee CQLs,BDR,2025-02-17,2025-08-19T09:06:00.397031-07:00,80,https://app.salesloft.com/app/cadences/3805754
3805751,BDR-CS | Duo Deep Dive Series - Demo Requests,BDR,2025-02-17,2025-07-22T12:40:06.871013-07:00,75,https://app.salesloft.com/app/cadences/3805751
3805763,BDR-CS | Duo Deep Dive Series - No Shows,BDR,2025-02-17,2025-07-23T06:19:01.764717-07:00,149,https://app.salesloft.com/app/cadences/3805763
3819181,BDR-CS | Duo Deep Dive Series - No Shows,BDR,2025-03-03,never,0,https://app.salesloft.com/app/cadences/3819181
3819747,BDR-CS | Duo Deep Dive Series - No Shows (Solos),BDR,2025-03-04,2025-04-09T09:09:11.936687-07:00,81,https://app.salesloft.com/app/cadences/3819747
3861363,BDR-CS | Duo Demo Webinar + CAM 25% off Duo Follow Up - Registered (Complete Plan),BDR,2025-04-16,2025-04-22T08:18:35.535374-07:00,5,https://app.salesloft.com/app/cadences/3861363
3861361,BDR-CS | Duo Demo Webinar + CAM 25% off Product Follow Up - Demo CQLs,BDR,2025-04-16,2025-04-17T13:23:36.853955-07:00,3,https://app.salesloft.com/app/cadences/3861361
3861366,"BDR-CS | Duo Demo Webinar Follow Up - Registered (EasyStart, Essentials, Advanced) ",BDR,2025-04-16,2025-04-23T07:37:50.960576-07:00,12,https://app.salesloft.com/app/cadences/3861366
3917353,BDR-CS | Efficiency Resource Hub Follow-Up,BDR,2025-06-20,2025-08-07T13:04:25.520337-07:00,84,https://app.salesloft.com/app/cadences/3917353
3927852,BDR-CS | Essentials Customer Upgrade Interest - [Custom Reports Intro],BDR,2025-07-06,2025-09-16T10:07:10.774594-07:00,1,https://app.salesloft.com/app/cadences/3927852
4026882,BDR-CS | Family Law Summit 2025 Invite,BDR,2025-11-04,2026-01-27T07:41:23.636808-08:00,0,https://app.salesloft.com/app/cadences/4026882
3995874,BDR-CS | Firm Leader Essentials Resource Page - CQLs ,BDR,2025-09-27,never,0,https://app.salesloft.com/app/cadences/3995874
3995819,BDR-CS | Firm Leader Webinar - Attended,BDR,2025-09-26,2025-09-29T07:00:15.250620-07:00,0,https://app.salesloft.com/app/cadences/3995819
3861356,BDR-CS | Grow Demo Webinar + CAM 25% off Product Follow Up - Demo CQLs,BDR,2025-04-16,2025-04-17T07:44:50.546172-07:00,1,https://app.salesloft.com/app/cadences/3861356
3861359,BDR-CS | Grow Demo Webinar + CAM 25% off Product Follow Up - Registered CQLs,BDR,2025-04-16,never,0,https://app.salesloft.com/app/cadences/3861359
3779169,BDR-CS | Heckerling - Lunch Attendees,BDR,2025-01-19,2025-01-31T10:59:03.536571-08:00,9,https://app.salesloft.com/app/cadences/3779169
3779166,BDR-CS | Heckerling - Onsite Booth Attendees,BDR,2025-01-19,2025-02-04T12:56:42.901568-08:00,2,https://app.salesloft.com/app/cadences/3779166
3902132,BDR-CS | Large Efficiency Quiz Follow-Up,BDR,2025-06-03,2025-06-27T05:00:19.997314-07:00,11,https://app.salesloft.com/app/cadences/3902132
3988028,BDR-CS | Leadership Summit - Demo Attendance CQLs,BDR,2025-09-17,2025-09-29T07:01:40.690905-07:00,52,https://app.salesloft.com/app/cadences/3988028
3987906,BDR-CS | Leadership Summit - Poll CQLs,BDR,2025-09-17,2025-09-22T09:13:57.430049-07:00,55,https://app.salesloft.com/app/cadences/3987906
3991695,BDR-CS | Leadership Summit - Recent Non-Summit CQLs,BDR,2025-09-23,2025-09-24T12:24:15.491359-07:00,87,https://app.salesloft.com/app/cadences/3991695
3904748,BDR-CS | Legal AI Ladder Webinar - Duo Attended CQLs,BDR,2025-06-05,2025-06-18T09:25:58.351656-07:00,79,https://app.salesloft.com/app/cadences/3904748
3846225,BDR-CS | LegalWeek- Onsite Booth Attendees ,BDR,2025-04-01,2025-05-02T13:26:47.887505-07:00,8,https://app.salesloft.com/app/cadences/3846225
3789978,BDR-CS | NTLS - Onsite Booth Attendees,BDR,2025-01-30,2025-02-04T12:55:27.356508-08:00,4,https://app.salesloft.com/app/cadences/3789978
4027692,BDR-CS | November What's New - CQL Follow-Up,BDR,2025-11-04,2025-11-12T08:37:15.402091-08:00,195,https://app.salesloft.com/app/cadences/4027692
3983436,BDR-CS | Office Manager & Admin Webinar - Attended CQLs ,BDR,2025-09-12,2025-10-27T06:40:58.414785-07:00,91,https://app.salesloft.com/app/cadences/3983436
3983430,BDR-CS | Office Manager & Admin Webinar - Poll CQLs,BDR,2025-09-12,2025-10-27T12:25:46.512353-07:00,31,https://app.salesloft.com/app/cadences/3983430
4021851,BDR-CS | Paralegal Webinar - Attended CQLs,BDR,2025-10-28,2025-11-18T08:07:38.771787-08:00,29,https://app.salesloft.com/app/cadences/4021851
4021847,BDR-CS | Paralegal Webinar - Poll CQLs ,BDR,2025-10-28,2025-10-29T08:44:41.426227-07:00,25,https://app.salesloft.com/app/cadences/4021847
3994941,BDR-CS | Persona Webinar Series Invite - Attorney,BDR,2025-09-25,never,0,https://app.salesloft.com/app/cadences/3994941
3971021,BDR-CS | Persona Webinar Series Invite - Managing Partner,BDR,2025-08-26,2025-09-25T15:12:34.791769-07:00,0,https://app.salesloft.com/app/cadences/3971021
3971011,BDR-CS | Persona Webinar Series Invite - Office Manager,BDR,2025-08-26,2025-09-10T05:12:14.801541-07:00,0,https://app.salesloft.com/app/cadences/3971011
3994938,BDR-CS | Persona Webinar Series Invite - Paralegal,BDR,2025-09-25,never,0,https://app.salesloft.com/app/cadences/3994938
3902130,BDR-CS | Small Efficiency Quiz Follow-Up ,BDR,2025-06-03,2025-07-17T11:18:23.633486-07:00,32,https://app.salesloft.com/app/cadences/3902130
3880305,BDR-CS | Solo & Small Firm Summit -Poll CQLs (Multi-product),BDR,2025-05-08,2025-09-25T10:49:38.572599-07:00,51,https://app.salesloft.com/app/cadences/3880305
3880552,BDR-CS | Solo & Small Firm Summit -Poll DUO CQLs,BDR,2025-05-09,never,0,https://app.salesloft.com/app/cadences/3880552
3902103,BDR-CS | Solo Efficiency Quiz Follow-Up,BDR,2025-06-03,2025-08-07T14:31:25.828346-07:00,21,https://app.salesloft.com/app/cadences/3902103
3859781,BDR-CS | What's New with Clio + CAM 25% off Product Follow Up (Complete) ,BDR,2025-04-15,2025-04-25T14:22:49.654209-07:00,26,https://app.salesloft.com/app/cadences/3859781
3859603,"BDR-CS | What's New with Clio + CAM 25% off Product Follow Up (EasyStart, Essentials, Advanced)",BDR,2025-04-15,2025-04-25T14:21:53.692916-07:00,58,https://app.salesloft.com/app/cadences/3859603
4036799,BDR-CS-MM: November AI CLE - Attended CQL Follow-Up - IBC,BDR,2025-11-14,2025-11-20T09:22:48.399681-08:00,1,https://app.salesloft.com/app/cadences/4036799
3223080,"BDR-CS: 2023-08 - Attended webinar, did not request info",BDR,2023-08-21,2025-09-23T11:02:06.993717-07:00,127,https://app.salesloft.com/app/cadences/3223080
3223075,BDR-CS: 2023-08 - Registered but did not attend ,BDR,2023-08-21,2023-09-26T13:29:30.160197-07:00,287,https://app.salesloft.com/app/cadences/3223075
3287723,"BDR-CS: 2023-10 Webinar - Demystifying Digital Advertising - Attended webinar, did not request info",BDR,2023-10-17,2023-10-19T15:40:08.273841-07:00,7,https://app.salesloft.com/app/cadences/3287723
3287721,BDR-CS: 2023-10 Webinar - Demystifying Digital Advertising - Registered but did not attend,BDR,2023-10-17,2023-10-22T11:40:57.076876-07:00,60,https://app.salesloft.com/app/cadences/3287721
3296114,"BDR-CS: 2023-10-25 Webinar - Watch How Law Firms Automate Intake - Attended, did not request info",BDR,2023-10-25,2023-10-26T08:31:21.228689-07:00,12,https://app.salesloft.com/app/cadences/3296114
3296131,"BDR-CS: 2023-10-25 Webinar - Watch How Law Firms Automate Intake - Registered, did not attend",BDR,2023-10-25,2024-11-05T14:14:28.095170-08:00,43,https://app.salesloft.com/app/cadences/3296131
3315393,"BDR-CS: 2023-11 Webinar - Personal Injury, Registered or Attended",BDR,2023-11-13,2024-03-21T08:29:32.651443-07:00,71,https://app.salesloft.com/app/cadences/3315393
